Dir,File_name,MAPE
artificialNoAnomaly,art_daily_no_noise.csv,0.21766206747815192
artificialNoAnomaly,art_daily_perfect_square_wave.csv,0.10237031661166268
artificialNoAnomaly,art_daily_small_noise.csv,0.15702638449364117
artificialNoAnomaly,art_flatline.csv,0.0
artificialNoAnomaly,art_noisy.csv,0.21909584399715062
artificialWithAnomaly,art_daily_flatmiddle.csv,223026.64040744372
artificialWithAnomaly,art_daily_jumpsdown.csv,0.16722464524341754
artificialWithAnomaly,art_daily_jumpsup.csv,0.17126738811616007
artificialWithAnomaly,art_daily_nojump.csv,0.1968421041183755
artificialWithAnomaly,art_increase_spike_density.csv,157306127696377.22
artificialWithAnomaly,art_load_balancer_spikes.csv,16061264338683.162
realAWSCloudwatch,ec2_cpu_utilization_24ae8d.csv,0.37545740433625924
realAWSCloudwatch,ec2_cpu_utilization_53ea38.csv,0.08640951436308542
realAWSCloudwatch,ec2_cpu_utilization_5f5533.csv,0.053871649458720264
realAWSCloudwatch,ec2_cpu_utilization_77c1ca.csv,3.793194364871946
realAWSCloudwatch,ec2_cpu_utilization_825cc2.csv,0.02439814941002026
realAWSCloudwatch,ec2_cpu_utilization_ac20cd.csv,0.07798001144223825
realAWSCloudwatch,ec2_cpu_utilization_c6585a.csv,0.26478565496938555
realAWSCloudwatch,ec2_cpu_utilization_fe7f93.csv,0.6095643913196588
realAWSCloudwatch,ec2_disk_write_bytes_1ef3de.csv,3.043356781507534e+22
realAWSCloudwatch,ec2_disk_write_bytes_c0d644.csv,1.5169822729173952e+22
realAWSCloudwatch,ec2_network_in_257a54.csv,2.140485971263897
realAWSCloudwatch,ec2_network_in_5abac7.csv,65.75407380741862
realAWSCloudwatch,elb_request_count_8c0756.csv,2.30264917986299
realAWSCloudwatch,grok_asg_anomaly.csv,0.04154761943667065
realAWSCloudwatch,iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.41851509045921226
realAWSCloudwatch,rds_cpu_utilization_cc0c53.csv,0.0802269132890556
realAWSCloudwatch,rds_cpu_utilization_e47b3b.csv,0.20016411846579146
realAdExchange,exchange-2_cpc_results.csv,0.7324550556340071
realAdExchange,exchange-2_cpm_results.csv,1.456381154130138
realAdExchange,exchange-3_cpc_results.csv,0.34757056639574063
realAdExchange,exchange-3_cpm_results.csv,0.38230697485588977
realAdExchange,exchange-4_cpc_results.csv,0.34143180475479556
realAdExchange,exchange-4_cpm_results.csv,0.5158965402309617
realKnownCause,ambient_temperature_system_failure.csv,0.054479000191974346
realKnownCause,cpu_utilization_asg_misconfiguration.csv,0.23304614191491327
realKnownCause,ec2_request_latency_system_failure.csv,0.03573620920073946
realKnownCause,machine_temperature_system_failure.csv,0.09472642293006125
realKnownCause,nyc_taxi.csv,1.4626505903991722
realKnownCause,rogue_agent_key_hold.csv,12064817824240.76
realKnownCause,rogue_agent_key_updown.csv,1674907597639556.0
realTraffic,TravelTime_387.csv,1.195224189210179
realTraffic,TravelTime_451.csv,0.4099962268942001
realTraffic,occupancy_6005.csv,238543270756996.53
realTraffic,occupancy_t4013.csv,12885765309260.996
realTraffic,speed_6005.csv,0.4207065927073315
realTraffic,speed_7578.csv,0.13180849182784296
realTraffic,speed_t4013.csv,0.01985040397502473
realTweets,Twitter_volume_AAPL.csv,0.8611097877180163
realTweets,Twitter_volume_AMZN.csv,0.6077650293258925
realTweets,Twitter_volume_CRM.csv,278345847029696.0
realTweets,Twitter_volume_CVS.csv,113481032912736.77
realTweets,Twitter_volume_FB.csv,67998627394475.63
realTweets,Twitter_volume_GOOG.csv,13612571262421.416
realTweets,Twitter_volume_IBM.csv,597201325319611.1
realTweets,Twitter_volume_KO.csv,105658131004499.16
realTweets,Twitter_volume_PFE.csv,1981075444569858.0
realTweets,Twitter_volume_UPS.csv,5454904113590507.0
